epoch,loss,mae,val_loss,val_mae
0,6.240382194519043,0.8688316345214844,4.162128448486328,1.1322543621063232
1,3.5276925563812256,0.575438916683197,3.8302175998687744,1.117856740951538
2,1.76714026927948,0.6707642078399658,3.8960490226745605,1.1434752941131592
3,2.5140044689178467,0.9379903078079224,3.577512502670288,1.051957130432129
4,4.7058515548706055,0.9876137971878052,3.8021087646484375,1.10085129737854
5,3.3593690395355225,0.7262148261070251,3.563063144683838,1.0844818353652954
6,0.4220348000526428,0.3685891330242157,3.6219606399536133,1.0418792963027954
7,1.921497106552124,0.6211623549461365,3.640878677368164,1.0409202575683594
